nr_of_segments,10000
center_wavelength,1550
temporal_pmd_theta_fluctuation,0.04908738521234052
temporal_pmd_delta_fluctuation,0.01227184630308513
spectral_pmd_theta_fluctuation,0.0
spectral_pmd_delta_fluctuation,0.0
transmission_factor,1
current_segment_double_theta,5.645368298762319
current_spectral_double_theta,1.5696214340657861
current_spectral_delta,0.0
mueller_matrix
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.321742663797947248e-01,-2.263053415972043070e-01,2.825544716756134833e-01
0.000000000000000000e+00,6.784177457932751010e-02,8.758940884399559756e-01,4.777102044732525199e-01
0.000000000000000000e+00,-3.555961624107329966e-01,-4.261401626231826056e-01,8.318388852886453577e-01
