nr_of_segments,10000
center_wavelength,1550
temporal_pmd_theta_fluctuation,0.09817477042468103
temporal_pmd_delta_fluctuation,0.04908738521234052
spectral_pmd_theta_fluctuation,0.0
spectral_pmd_delta_fluctuation,0.0
transmission_factor,1
current_segment_double_theta,4.0541003007032685
current_spectral_double_theta,5.857629467499122
current_spectral_delta,0.0
mueller_matrix
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.295341072261951110e-02,4.992349028520542409e-01,8.624866627512498551e-01
0.000000000000000000e+00,-8.416721267197722067e-01,4.984915658754128787e-01,-2.075914012046034263e-01
0.000000000000000000e+00,-5.335792000748352804e-01,-7.087105689386644647e-01,4.615436780220504298e-01
