nr_of_segments,1000
center_wavelength,1550
temporal_pmd_theta_fluctuation,0.01227184630308513
temporal_pmd_delta_fluctuation,0.02454369260617026
spectral_pmd_theta_fluctuation,0.0
spectral_pmd_delta_fluctuation,0.0
transmission_factor,1
current_segment_double_theta,5.965861911104657
current_spectral_double_theta,1.8546688180594761
current_spectral_delta,0.0
mueller_matrix
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.366734188398110339e-01,-2.008462146601663889e-01,-2.868862222129654471e-01
0.000000000000000000e+00,-2.230370787260249066e-01,2.894461401204544426e-01,-9.308466004034914310e-01
0.000000000000000000e+00,2.699951257936074045e-01,9.358855325444783713e-01,2.263203526456280534e-01
