nr_of_segments,1000
center_wavelength,1550
temporal_pmd_theta_fluctuation,0.02454369260617026
temporal_pmd_delta_fluctuation,0.01227184630308513
spectral_pmd_theta_fluctuation,0.0
spectral_pmd_delta_fluctuation,0.0
transmission_factor,1
current_segment_double_theta,4.493416421230334
current_spectral_double_theta,1.2109271480159964
current_spectral_delta,0.0
mueller_matrix
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.917486455004815848e-01,5.245132328191935006e-03,1.280902523021218153e-01
0.000000000000000000e+00,7.038026040351542598e-04,9.989248303396828232e-01,-4.635394258023081693e-02
0.000000000000000000e+00,-1.281956661118316965e-01,4.606161002067248739e-02,9.906786559083877730e-01
