nr_of_segments,1000
center_wavelength,1550
temporal_pmd_theta_fluctuation,0.04908738521234052
temporal_pmd_delta_fluctuation,0.09817477042468103
spectral_pmd_theta_fluctuation,0.0
spectral_pmd_delta_fluctuation,0.0
transmission_factor,1
current_segment_double_theta,3.671503018052418
current_spectral_double_theta,0.40768184168254257
current_spectral_delta,0.0
mueller_matrix
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.105736825814615576e-01,2.931736978118693604e-01,9.325813139428653642e-01
0.000000000000000000e+00,-9.375984346467549635e-01,3.305950219358921305e-01,1.077780442351873036e-01
0.000000000000000000e+00,-2.767090521685796056e-01,-8.970819998096776215e-01,3.444938113601472285e-01
